Date,Day,Time,Activity,Location,Category,Notes
9/17/2026,Thursday,10:00 AM,"Mole removal · Rene Clinic (Three adults — NaRhee, Jun, Ann)","르네의원, 하늘중앙로195번길 21",Medical,"Ends 12:00 PM.
From your sheet: NaRhee, Jun, and Ann.
BOOKED — confirmed, do not move.
Confirmed for 10:00, the first slot of the day, for three adults. Budget two hours and expect to use less. A Korean derm clinic runs this as a pipeline: a ten-to-fifteen-minute consult each, numbing cream applied as each consult ends and left on fifteen to twenty minutes, then three to ten minutes of actual laser or shave per mole. Because the numbing on patient one is working while patient two is being consulted, three people take far less than three times one person — realistically out around 11:30, not 13:00. What pushes it long is first-visit paperwork in a second language, anyone turning out to have more moles than expected, and three separate payments at the end. Placed on the last full day deliberately: doing it here means you carry no healing wound through twelve days of Seoul heat, sun, and markets, and it leaves Wednesday's water park genuinely usable instead of theoretically off-limits. The cost of the placement is that you leave the country roughly thirty hours later — fine for a routine shave or laser removal, and the thing to reconsider if the doctor wants to cut deeper.
Cost: Not published. Incheon rates generally run ₩10,000–₩20,000 for a small or medium flat mole, typically 10–30% below Gangnam, with multiple moles often priced as a package. Add roughly ₩30,000–₩60,000 if anything goes to biopsy. Confirm the price at the desk before the procedure starts.
Fallback: If Rene cancels, Yes Dermatology (032-752-9730) in the Unseo cluster is five minutes from the resort and also opens 10:00 Thursday, with two board-certified dermatologists. Yeongjong Central Dermatology (032-746-3200) and Doctors Dermatology Yeongjong (032-710-2346) are in the same cluster on the same hours.
Watch out: 13:00 is the real deadline, not 14:00 — the clinic shuts 13:00–14:00 for lunch.
Note: Three patients on one doctor. Realistically out by 11:30; the room is held to 12:00.
Watch out: Ask whether anything goes to pathology. If the doctor wants a biopsy, defer to Seattle.
Watch out: If the doctor recommends sutures instead of a shave, don't do it 30 hours before a ten-hour flight.
Verify: Ask if Dr. Moon Seong-ho (문성호) is a 피부과 전문의. Check akd.or.kr/dermatologist/verify.
Verify: Ask for aftercare instructions in English, in writing. Use the hotel concierge by phone if needed.
Watch out: Buy dressings, ointment, and silicone gel before you leave the clinic.
Watch out: No swimming, sauna, or hot tub for seven to ten days from today.
Note: Photograph the wound with a ruler today and tomorrow for a Seattle dermatologist.
Verify: Confirm the clinic takes foreign cards. Three separate payments will be slower.
Source: https://rene-clinic.com/
Where: Rene Clinic (르네의원), 3F Rooms 304–308, SD Medical Building, 21 Haneul-jungangno 195beon-gil, Yeongjong-gu, Incheon · 인천광역시 영종구 하늘중앙로195번길 21, 에스디메디컬 3층 304–308호 · +82 32-716-5716 · Thursday hours 10:00–20:00 with a 13:00–14:00 lunch break"
9/17/2026,Thursday,10:15 AM,"Resort morning, whatever anyone feels like (Everyone else)",,Rest,"Ends 12:15 PM.
Pool for whoever can, grounds for whoever wants, room for whoever needs it. No group activity, and no waiting around for the clinic party — start lunch without them if they run late."
9/17/2026,Thursday,11:30 AM,Nap window — 5mo,,Rest,"Ends 1:00 PM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/17/2026,Thursday,12:00 PM,"Back to the resort (Three adults — NaRhee, Jun, Ann)",,Commute,"Ends 12:15 PM.
Ask the clinic to call the return taxi before you walk out. Ten minutes later you are back. If you finish closer to 11:30, you get the spare half hour back at the pool."
9/17/2026,Thursday,12:15 PM,Lunch on site,,Dining,"Ends 1:15 PM.
Eat inside the complex. This is the last full day and nobody needs a taxi for lunch. The clinic party may walk in a few minutes late — start without them."
9/17/2026,Thursday,1:00 PM,Nap window — Toddler,,Rest,"Ends 3:00 PM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/17/2026,Thursday,1:15 PM,Nap block,,Rest,Ends 3:15 PM.
9/17/2026,Thursday,3:30 PM,Pack properly,,Admin,"Ends 5:00 PM.
All the skincare into checked bags. Formula, milk, snacks, and a full change of clothes per child into the cabin bag. Passports and boarding passes somewhere one person is responsible for.
Watch out: Pack every Myeongdong liquid and gel in checked luggage before you reach the airport."
9/17/2026,Thursday,4:00 PM,Sunset somewhere near the water (Whoever wants it),,Excursion,"Ends 5:30 PM.
Yeongjong has west-facing coast and the sunsets are the reason people stay out here. Late afternoon rather than midday keeps it off anyone's healing skin.
Fallback: Drop it without a second thought if the day has been enough.
Verify: Confirm sunset time and a viewpoint a short taxi ride from the hotel."
9/17/2026,Thursday,6:30 PM,Last dinner,,Dining,"Ends 8:00 PM.
Twelve days, nine people, everybody still speaking to each other. Book something good."
9/18/2026,Friday,9:00 AM,Last breakfast,Hyatt Regency Incheon,Dining,"Ends 10:00 AM.
Nine o'clock, like the rest of the trip. The car to Terminal 2 does not leave until 13:00, so there is room for a proper last meal without anyone watching a clock.
Where: Hyatt Regency Incheon Paradise City"
9/18/2026,Friday,10:15 AM,Wound check before the flight (Whoever had it removed),,Medical,"Ends 10:30 AM.
About twenty-four hours on. Look at it in good daylight, change the dressing, and photograph it with a ruler in frame — that photo is what a Seattle dermatologist will compare against. Then dress it clean for the flight, because cabin air is dry and ten hours is a long time.
Fallback: If it looks wrong — spreading redness, heat, or weeping that will not stop — call Rene Clinic on +82 32-716-5716 the moment they open at 10:00, not from the airport. You are ten minutes from them this morning and you will be nine thousand kilometres away tonight. Even a 10:00 call leaves three hours before the car leaves.
Watch out: Pack ointment and spare dressings in your cabin bag. Redress it once mid-flight.
Note: Take the second wound photo. Use the same ruler and light if you can."
9/18/2026,Friday,10:30 AM,"Slow morning, bags down",,Rest,"Ends 11:45 AM.
Checkout is usually 11:00. Store the bags and use the lobby until you leave."
9/18/2026,Friday,11:45 AM,Early lunch before the airport,,Dining,"Ends 12:45 PM.
Eat properly now. Airside with nine people is not where you want to be solving lunch."
9/18/2026,Friday,1:00 PM,To Incheon Terminal 2,Incheon International Airport Terminal 2,Commute,"Ends 1:30 PM.
About twenty minutes from the hotel to Terminal 2, so you are checking in around 13:30 for a 16:40 departure. With three car seats to check, a stroller to tag, and tax-free refunds to claim, three hours is the right number rather than a generous one.
Watch out: Korean Air international check-in closes at 15:40. That's the real deadline.
Watch out: Claim tax-free refunds before security. Afternoon desk queues can be bad.
Verify: Paradise City's Terminal 2 shuttle is less frequent. Book a private van for nine people with luggage.
Source: https://newsroom.hyatt.com/Hyatt_Regency_Incheon_Paradise_City_Opens_Today
Where: ICN Terminal 2 · Korean Air departures"
9/18/2026,Friday,4:40 PM,KE041 · Incheon to Seattle,Incheon International Airport,Commute,"BOOKED — confirmed, do not move.
Arrives Seattle 10:40 the same day, 18 September. You land before you took off, which is the only good thing about flying east.
Where: ICN → SEA"
9/18/2026,Friday,,"The Friday-morning fallback (Three adults — NaRhee, Jun, Ann)",예스피부과의원,Medical,"Timing: Only if Rene cancels.
Thursday 10:00 at Rene Clinic is confirmed, so this is now a cancellation fallback rather than a live option — keep it only because a clinic can call on Wednesday night. The math is much tighter than it used to be, because it is three patients rather than one: Yeongjong clinics open at 10:00, three people take roughly ninety minutes end to end, and the car to Terminal 2 leaves at 13:00. A 10:00 start in the Unseo cluster has you back at the hotel around 11:45 — enough, but it is a single buffer with nothing behind it.
Fallback: If the only Friday slot offered is after 10:30, decline it and have the removal done in Seattle instead. Three patients starting at 11:00 finish too close to a 13:00 departure, and no mole is worth a missed flight with nine people.
Watch out: For the 10:00 fallback appointment, eat at 08:15 and walk out by 09:30.
Watch out: Friday means no wound check before the ten-hour flight. That's why Thursday was booked.
Note: Keep the wound covered with the hydrocolloid patch, and reapply ointment right before boarding.
Watch out: Korean Air check-in closes at 15:40. Leaving the hotel at 13:00 gives a buffer, not endless time.
Where: Unseo-dong, five minutes away. Yes Dermatology (032-752-9730) and Yeongjong Central (032-746-3200) both open 10:00 Friday, and TheYul in Cheongna opens 10:00 Friday too if you need a third. Rene itself is open 10:00–20:00 Friday if the cancellation is yours rather than theirs."
9/18/2026,Friday,,Nap window — All three,,Rest,"Timing: on board until eventually.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
