Date,Day,Time,Activity,Location,Category,Notes
9/16/2026,Wednesday,9:00 AM,Breakfast and final pack,Hyatt Regency Incheon Paradise City,Dining,"Ends 10:00 AM.
Checkout is 11:00 and the transfer is not until 11:30, so a nine o'clock breakfast still leaves an unhurried hour. Pack the night before and this morning is genuinely easy."
9/16/2026,Wednesday,9:30 AM,Nap window — 7mo,,Rest,"Ends 11:00 AM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/16/2026,Wednesday,10:05 AM,Last walk through Insadong (Anyone who wants it),"Insadong-gil, four minutes from the hotel",Excursion,"Ends 10:50 AM.
Bags are packed, checkout is not until 11:00, and Ssamziegil is four minutes from the door. This is the last unhurried stretch on the mainland — use it for the small souvenirs nobody has bought yet, or skip it entirely and sit in the lobby.
Fallback: Skipping this costs nothing. The airport has a duty-free the size of a town.
Note: Deliberately optional. Nobody has to leave the hotel this morning."
9/16/2026,Wednesday,11:00 AM,Check out of Insadong,,Lodging,"Ends 11:30 AM.
Sweep the rooms for the small things that get left: bottle parts, chargers, one shoe, the toddler's specific cup. Ask the desk to hold the bags if you want a last hour in Insadong."
9/16/2026,Wednesday,11:30 AM,Out west to Incheon Chinatown,"Incheon Chinatown, Jung-gu · then Yeongjong Island",Commute,"Ends 12:30 PM.
Roughly an hour from Jongno to Incheon Station on the mainland. This is not a detour so much as a pause on the way — Chinatown sits by the Yeongjong Bridge approach, so you stop, eat, and carry on over the water to the resort. Good news on the name confusion at the far end: Hyatt Regency Incheon Paradise City is a single, real hotel — the former west tower of Grand Hyatt Incheon, rebranded in 2025 and sitting inside the Paradise City resort complex. So you get Hyatt loyalty and the resort's facilities in one booking.
Watch out: Book this transfer in advance with three car seats, and book it explicitly as a transfer with a mid-route stop and a waiting period. A standard point-to-point airport transfer will not include an hour parked in Chinatown, and discovering that at the kerb with nine people and all your luggage is the failure mode here.
Verify: Confirm the operator will hold your luggage in the vehicle during lunch. If they will not, this stop does not work and the jjajangmyeon moves to a separate outing on the 17th.
Verify: Hotel Paradise and Art Paradiso are separate lodging products in the same complex. Check your confirmation says Hyatt Regency.
Source: https://newsroom.hyatt.com/Hyatt_Regency_Incheon_Paradise_City_Opens_Today"
9/16/2026,Wednesday,12:35 PM,Jjajangmyeon in the place that invented it,"Junghwaru, Incheon Chinatown · near Incheon Station",Dining,"Ends 1:45 PM.
Incheon's Chinatown is where jjajangmyeon was created, by Shandong migrants working the port in the late 1800s, and eating it here is a genuinely different thing from eating it anywhere else. Junghwaru is the pick for this group: well reviewed, large enough to seat nine, and with waits that run ten to twenty minutes rather than the hour that the two famous places routinely hit. Today is a Wednesday, which is the single biggest thing working in your favour here — weekend waits in Chinatown are punishing.
Cost: Roughly ₩8,000–₩12,000 for jjajangmyeon, more for tangsuyuk to share.
Fallback: Gonghwachun is the original house and has the museum-piece interior, but the food is widely described as ordinary and the wait as long. Sinseungban is the locals' choice on taste. Both are worth knowing about if Junghwaru is closed.
Watch out: Call ahead for nine. Even on a weekday, Chinatown restaurants fill at lunch and none of the three will hold a table for a walk-in group this size.
Watch out: Jjajangmyeon is black bean sauce and it stains permanently. Everyone under three needs a bib, and do not put anyone in anything they care about — you are checking into a hotel straight after this.
Verify: Confirm the closing day. Several Chinatown restaurants close one weekday a month and the schedules are not published in English."
9/16/2026,Wednesday,1:50 PM,Over the bridge to Yeongjong,"Hyatt Regency Incheon Paradise City, Yeongjong Island",Commute,"Ends 2:20 PM.
Twenty-five minutes over the water to Paradise City. All three children will very likely sleep in the car, which is exactly what you want given check-in is not until 15:00 anyway.
Note: Treat this drive as the front half of the nap. Do not wake anyone at the door."
9/16/2026,Wednesday,2:00 PM,Nap window — Toddler,,Rest,"Ends 4:00 PM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/16/2026,Wednesday,2:20 PM,Check in,,Lodging,"Ends 3:00 PM.
The hotel sits inside the Paradise City complex, so once you are in you do not need to leave it again before the flight.
Watch out: Standard check-in on Yeongjong is 15:00. Arriving at 14:20 gets your luggage stored, not your rooms — and the nap then happens in a lobby, which means it does not happen. Book one room from the night of the 15th so at least one room is already yours when you walk in. The Chinatown stop makes this more important, not less: the children will arrive already asleep."
9/16/2026,Wednesday,2:45 PM,Nap block,,Rest,"Ends 4:00 PM.
Shorter than usual and partly already served by the drive over the bridge. Do not stretch it — tonight is the last chance to swim.
Note: Protected nap window."
9/16/2026,Wednesday,4:15 PM,"Wonderbox, or just the room","Paradise City complex, on site",Excursion,"Ends 6:00 PM.
Indoors and shaded by design today. Wonderbox is Paradise City's indoor family theme park and is the right size and temperature for a two-year-old — carousel scale, not roller-coaster scale. The complex also has extensive public art you can walk through for free. This is now your one clear water day: the mole removal sits on the 17th, so nobody is under a no-swimming restriction yet.
Fallback: The hotel room and a long bath is a perfectly good version of this.
Note: Swim today if anyone wants to. Tomorrow's procedure closes the water for seven to ten days — today is the last chance and it is deliberately placed here.
Verify: Confirm Wonderbox opening hours and whether the hotel bundles admission.
Watch out: Cimer refuses every child under seven. That is all three of yours — no family zone, no infant area, no exception. Confirmed on p-city.com, the Klook listing and Korean reviewer accounts. Cimer can only ever be a split shift with someone on childcare, never a group outing.
Note: If adults do split off for Cimer, today is the only day it works — tomorrow's procedure closes the water. Ask for the 50 percent guest coupon at check-in, which takes the aqua pass from ₩60,000 to about ₩30,000. Wednesday is a weekday, so the aqua zone shuts at 19:00 and a 16:00 arrival only buys you three hours. Going straight after check-in is the version that is worth the money.
Source: https://www.p-city.com/front/wonderbox/overview"
9/16/2026,Wednesday,6:30 PM,Dinner at the resort,,Dining,"Ends 7:45 PM.
There is very little walkable off-site dining out here. Plan to eat in.
Verify: Confirm on-site restaurant options and whether any take a booking for nine."
9/17/2026,Thursday,8:15 AM,"Early breakfast, clinic party only (Whoever is having it)",Hyatt Regency Incheon Paradise City,Dining,"Ends 9:15 AM.
The 10:00 slot is the first appointment of the day and Rene Clinic is eight to twelve minutes away rather than five, so this one breakfast starts at 08:15. It is still unhurried — an hour at the table and you are walking out at 09:30 with time to spare for first-visit paperwork.
Note: Everyone else eats at 09:00 as usual. Only the clinic party is on the early clock."
9/17/2026,Thursday,9:00 AM,"Breakfast, no rush (Everyone else)",Hyatt Regency Incheon Paradise City,Dining,"Ends 10:15 AM.
Nobody else has to be up early today. Last full morning of the trip, the pool is right there, and there is nothing on the schedule until lunch."
9/17/2026,Thursday,9:30 AM,Out to the clinic (Whoever is having it),"SD Medical Building, 21 Haneul-jungangno 195beon-gil, Yeongjong-gu — Haneul-dosi, about 8–12 minutes from Paradise City",Commute,"Ends 9:45 AM.
Rene Clinic sits in the Haneul-dosi (Sky City) district rather than the Unseo cluster, which makes it eight to twelve minutes by taxi instead of five — still on-island, so no toll. Leaving at 09:30 for a 10:00 appointment gives you the drive plus fifteen minutes for first-visit paperwork, which a foreign patient will need.
Cost: About ₩7,000–₩10,000 by taxi, on-island, no toll
Fallback: If no taxi materialises at the door, the resort front desk will call one. Do not plan on the Incheon Airport Maglev — it was reclassified as a tourist train, runs 10:00 to 17:00 Tuesday to Sunday only, and does not go near Haneul-dosi.
Verify: Confirm the taxi the night before, and have the Korean address on your phone to show the driver: 인천광역시 영종구 하늘중앙로195번길 21, 에스디메디컬 3층.
Source: https://www.incheon.go.kr/IC010205/view?repSeq=DOM_0000000013303245"
9/17/2026,Thursday,9:30 AM,Nap window — 7mo,,Rest,"Ends 11:00 AM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/17/2026,Thursday,10:00 AM,Mole removal · Rene Clinic (Whoever is having it),"Rene Clinic (르네의원), 3F Rooms 304–308, SD Medical Building, 21 Haneul-jungangno 195beon-gil, Yeongjong-gu, Incheon · 인천광역시 영종구 하늘중앙로195번길 21, 에스디메디컬 3층 304–308호 · +82 32-716-5716 · Thursday hours 10:00–20:00 with a 13:00–14:00 lunch break",Medical,"Ends 10:45 AM.
BOOKED — confirmed, do not move.
Confirmed for 10:00, the first slot of the day. Placed on the last full day deliberately: doing it here means you carry no healing wound through twelve days of Seoul heat, sun, and markets, and it leaves Wednesday's water park genuinely usable instead of theoretically off-limits. The cost of the placement is that you leave the country roughly thirty hours later — fine for a routine shave or laser removal, and the thing to reconsider if the doctor wants to cut deeper.
Cost: Not published. Incheon rates generally run ₩10,000–₩20,000 for a small or medium flat mole, typically 10–30% below Gangnam, with multiple moles often priced as a package. Add roughly ₩30,000–₩60,000 if anything goes to biopsy. Confirm the price at the desk before the procedure starts.
Fallback: If Rene cancels, Yes Dermatology (032-752-9730) in the Unseo cluster is five minutes from the resort and also opens 10:00 Thursday, with two board-certified dermatologists. Yeongjong Central Dermatology (032-746-3200) and Doctors Dermatology Yeongjong (032-710-2346) are in the same cluster on the same hours.
Watch out: This is the one question that changes the plan: ask whether anything is going to pathology. A routine shave with no biopsy is purely cosmetic and this date is ideal. If the doctor wants a biopsy, the report lands after you have left the country, in Korean, at a clinic you can no longer walk into.
Watch out: If the doctor recommends a wider excision with sutures rather than a shave, do not do it on this date. Stitches thirty hours before a ten-hour flight is a bad trade. Ask for the conservative option or defer to Seattle.
Verify: Ask whether Dr. Moon Seong-ho (문성호) is a board-certified dermatologist, 피부과 전문의. Research for this trip could not confirm it from any public source and the clinic's own materials emphasise aesthetic experience rather than a specialty board credential, which points to a general practitioner with substantial aesthetic training. That is perfectly normal for cosmetic mole removal in Korea and not a reason to cancel — but it is worth one question at the consult, and it is a reason to decline anything beyond a straightforward shave or laser. You can also check the registry at akd.or.kr/dermatologist/verify.
Verify: Ask for the aftercare instructions in English, in writing. English is not advertised at any Yeongjong clinic and many hand aftercare over in Korean only. Have the hotel concierge on the phone if it comes to that.
Watch out: Buy the dressings, ointment, and silicone gel before you leave the building. You will not want to hunt for a pharmacy on the resort side of the island tomorrow morning.
Watch out: No swimming, no sauna, no hot tub for seven to ten days from today. Wednesday was the water day for exactly this reason.
Note: Photograph the wound with a ruler in frame today and again tomorrow. It is the only way a Seattle dermatologist can judge how it changed in transit.
Verify: Confirm the clinic takes foreign cards, and carry enough cash if they do not.
Note: The clinic closes 13:00–14:00 for lunch. Irrelevant to a 10:00 appointment, but useful if you need to call them back the same day.
Source: https://rene-clinic.com/"
9/17/2026,Thursday,10:15 AM,"Resort morning, whatever anyone feels like (Everyone else)",,Rest,"Ends 12:00 PM.
Pool for whoever can, grounds for whoever wants, room for whoever needs it. No group activity, and no waiting around for the clinic party — they are back by 11:00.
Note: Unstructured on purpose."
9/17/2026,Thursday,10:45 AM,Back to the resort (Whoever is having it),,Commute,"Ends 11:00 AM.
Ask the clinic to call the return taxi before you walk out. Ten minutes later you are back, and the resort morning is still going."
9/17/2026,Thursday,11:30 AM,Nap window — 5mo,,Rest,"Ends 1:00 PM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/17/2026,Thursday,12:15 PM,Lunch on site,,Dining,"Ends 1:15 PM.
Eat inside the complex. This is the last full day and nobody needs a taxi for lunch."
9/17/2026,Thursday,1:00 PM,Nap window — Toddler,,Rest,"Ends 3:00 PM.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
9/17/2026,Thursday,1:15 PM,Nap block,,Rest,"Ends 3:15 PM.
Note: Protected nap window."
9/17/2026,Thursday,3:30 PM,Pack properly,,Admin,"Ends 5:00 PM.
All the skincare into checked bags. Formula, milk, snacks, and a full change of clothes per child into the cabin bag. Passports and boarding passes somewhere one person is responsible for.
Watch out: Every liquid and gel bought in Myeongdong goes in checked luggage. Sorting this at the airport with nine people is how flights get missed."
9/17/2026,Thursday,4:00 PM,Sunset somewhere near the water (Whoever wants it),,Excursion,"Ends 5:30 PM.
Yeongjong has west-facing coast and the sunsets are the reason people stay out here. Late afternoon rather than midday keeps it off anyone's healing skin.
Fallback: Drop it without a second thought if the day has been enough.
Verify: Confirm sunset time and a viewpoint reachable in a short taxi ride from your hotel."
9/17/2026,Thursday,6:30 PM,Last dinner,,Dining,"Ends 8:00 PM.
Twelve days, nine people, everybody still speaking to each other. Book something good."
9/18/2026,Friday,9:00 AM,Last breakfast,Hyatt Regency Incheon Paradise City,Dining,"Ends 10:00 AM.
Nine o'clock, like the rest of the trip. The car to Terminal 2 does not leave until 13:00, so there is room for a proper last meal without anyone watching a clock."
9/18/2026,Friday,10:15 AM,Wound check before the flight (Whoever had it removed),,Medical,"Ends 10:30 AM.
About twenty-four hours on. Look at it in good daylight, change the dressing, and photograph it with a ruler in frame — that photo is what a Seattle dermatologist will compare against. Then dress it clean for the flight, because cabin air is dry and ten hours is a long time.
Fallback: If it looks wrong — spreading redness, heat, or weeping that will not stop — call Rene Clinic on +82 32-716-5716 the moment they open at 10:00, not from the airport. You are ten minutes from them this morning and you will be nine thousand kilometres away tonight. Even a 10:00 call leaves three hours before the car leaves.
Watch out: Pack the ointment and spare dressings in your cabin bag, not the checked one. You will want to redress it once mid-flight.
Note: Second of the two photos. Same ruler, same light if you can."
9/18/2026,Friday,10:30 AM,"Slow morning, bags down",,Rest,"Ends 11:45 AM.
Checkout is usually 11:00. Store the bags and use the lobby until you leave."
9/18/2026,Friday,11:45 AM,Early lunch before the airport,,Dining,"Ends 12:45 PM.
Eat properly now. Airside with nine people is not where you want to be solving lunch."
9/18/2026,Friday,1:00 PM,To Incheon Terminal 2,ICN Terminal 2 · Korean Air departures,Commute,"Ends 1:30 PM.
About twenty minutes from the hotel to Terminal 2, so you are checking in around 13:30 for a 16:40 departure. With three car seats to check, a stroller to tag, and tax-free refunds to claim, three hours is the right number rather than a generous one.
Watch out: Korean Air closes international check-in one hour before departure — 15:40. That is your real deadline, not 16:40.
Watch out: Claim the tax-free refunds before security, and leave time for it. The desks queue badly in the afternoon.
Verify: The Paradise City shuttle runs to Terminal 1 frequently and Terminal 2 less often. For nine people with luggage, book a private van rather than gambling on it.
Source: https://newsroom.hyatt.com/Hyatt_Regency_Incheon_Paradise_City_Opens_Today"
9/18/2026,Friday,4:40 PM,KE041 · Incheon to Seattle,ICN → SEA,Commute,"BOOKED — confirmed, do not move.
Arrives Seattle 10:40 the same day, 18 September. You land before you took off, which is the only good thing about flying east."
9/18/2026,Friday,,The Friday-morning fallback (Whoever is having it),"Unseo-dong, five minutes away. Yes Dermatology (032-752-9730) and Yeongjong Central (032-746-3200) both open 10:00 Friday, and TheYul in Cheongna opens 10:00 Friday too if you need a third. Rene itself is open 10:00–20:00 Friday if the cancellation is yours rather than theirs.",Medical,"Timing: Only if Rene cancels.
Thursday 10:00 at Rene Clinic is confirmed, so this is now a cancellation fallback rather than a live option — keep it only because a clinic can call on Wednesday night. The math still works: Yeongjong clinics open at 10:00, the procedure runs thirty to forty-five minutes for one to three moles, and the car to Terminal 2 leaves at 13:00. A 10:00 appointment in the Unseo cluster has you back at the hotel around 10:55 with two hours to spare.
Fallback: If the only Friday slot offered is after 11:00, decline it and have the removal done in Seattle instead. No mole is worth a missed flight with nine people.
Watch out: On this fallback the two of you still eat at 08:15 — a 10:00 appointment needs you walking out by 09:30. Everyone else keeps the nine o'clock breakfast.
Watch out: A same-day procedure means no wound check before a ten-hour flight. That is the real cost of Friday over Thursday, and it is why Thursday was booked.
Note: Flying roughly six hours after a minor laser removal is medically fine — cabin pressure does nothing to a superficial skin wound, and Korean clinics treat tourists who fly home the same week as routine. Keep it covered with the hydrocolloid patch the clinic gives you and re-apply ointment right before boarding.
Watch out: Korean Air closes check-in at 15:40 and you are leaving the hotel at 13:00. The buffer is real but it is not infinite."
9/18/2026,Friday,,Nap window — All three,,Rest,"Timing: on board until eventually.
Nap window. Everything else on this day is sequenced around it — shift the nap, and check what it collides with."
